"REPORTINGPRODUCTGROUP","COUNTRY","REPORTINGCHANNEL","Period","Item","BRAND","REGION","BRIDGESTONE TYPE","DIMENSION (Truck Tyres)","RIMDIAMET.'/MM","WIDTH IN INCH","WIDTH IN MM","ASPECT RATIO","TUBE / TUBLESS","LOADINDEX","SPEEDINDEX","FirstActivity","SALES UNITS","SALES <LC>","PRICE TWD/UN."
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R156","BRIDGESTONE","TAIPEI CITY","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","152","M (-130KM)","OCTOBER 2016",77.94520173,959504.58318917,12309.98909357
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R156","BRIDGESTONE","CENTRAL TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","124","M (-130KM)","OCTOBER 2016",12.40372217,84345.31075529,6800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R156","BRIDGESTONE","CENTRAL TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","122","L (-120KM)","OCTOBER 2016",6.20186108,38451.53872668,6200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R168","BRIDGESTONE","CENTRAL TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","160","K (-110KM)","OCTOBER 2016",21.27333034,355257.75202369,16699.67731271
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R168","BRIDGESTONE","NORTH TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","160","K (-110KM)","OCTOBER 2016",20.33382475,383516.86862277,18861.02950551
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R168","BRIDGESTONE","SOUTH TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","160","K (-110KM)","OCTOBER 2016",97.33333933,1585466.76566663,16289.04110889
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R200","BRIDGESTONE","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",483.84649488,1930064.21461872,3989.00112958
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R200","BRIDGESTONE","NORTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",318.07253536,1278289.08553352,4018.86030208
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R200","BRIDGESTONE","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",500.20288436,1938944.86757705,3876.31684702
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R200","BRIDGESTONE","TAIPEI CITY","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",14.81043843,69609.06063243,4700.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R200","BRIDGESTONE","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",66.04654540,256694.56625161,3886.57067056
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R200","BRIDGESTONE","NORTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",214.38583164,817277.22731024,3812.17928937
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R200","BRIDGESTONE","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",195.81159917,740865.23576766,3783.56154029
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R200","BRIDGESTONE","TAIPEI CITY","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",1.32413800,5958.62100000,4500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R202","BRIDGESTONE","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","205/85/16","16'","N.A.","205","85","TL","117","L (-120KM)","OCTOBER 2016",114.35387447,611793.22839668,5350.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R202","BRIDGESTONE","NORTH TAIWAN","EXCLUDED TBR AND LSR2","205/85/16","16'","N.A.","205","85","TL","117","L (-120KM)","OCTOBER 2016",71.54288889,374065.03570832,5228.54250781
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R202","BRIDGESTONE","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","205/85/16","16'","N.A.","205","85","TL","117","L (-120KM)","OCTOBER 2016",63.62317834,340384.00413256,5350.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R202","BRIDGESTONE","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","195/85/16","16'","N.A.","195","85","TL","114","L (-120KM)","OCTOBER 2016",35.47843268,163200.79030672,4600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R202","BRIDGESTONE","NORTH TAIWAN","EXCLUDED TBR AND LSR2","195/85/16","16'","N.A.","195","85","TL","114","L (-120KM)","OCTOBER 2016",73.23885331,338760.47242255,4625.42021204
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R202","BRIDGESTONE","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","195/85/16","16'","N.A.","195","85","TL","114","L (-120KM)","OCTOBER 2016",10.66666667,45866.66666666,4300.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R224","BRIDGESTONE","NORTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","J (-100KM)","NOVEMBER 2016",54.82484631,725480.82493892,13232.70148104
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R224","BRIDGESTONE","SOUTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","152","J (-100KM)","NOVEMBER 2016",240.00002400,2760000.27600000,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R225","BRIDGESTONE","NORTH TAIWAN","TBR","225/90/17.5","17.5'","N.A.","225","90","TL","127","L (-120KM)","OCTOBER 2016",202.06126385,1420013.06397958,7027.63625708
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R225","BRIDGESTONE","SOUTH TAIWAN","TBR","225/90/17.5","17.5'","N.A.","225","90","TL","127","L (-120KM)","OCTOBER 2016",170.66667467,1176533.38933329,6893.75000498
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R225","BRIDGESTONE","CENTRAL TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",469.81922004,3307340.12351087,7039.60157963
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R225","BRIDGESTONE","NORTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",231.13641439,1614671.80128870,6985.79583632
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R225","BRIDGESTONE","SOUTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",374.49272537,2597449.07519097,6935.91330145
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R225","BRIDGESTONE","CENTRAL TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",63.81999102,415710.03778905,6513.79029000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R225","BRIDGESTONE","NORTH TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",85.51436457,558325.89273874,6529.03048003
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R225","BRIDGESTONE","SOUTH TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",110.66667667,686800.06300000,6206.02410488
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R249","BRIDGESTONE","CENTRAL TAIWAN","TBR","385/65/22.5","22.5""","N.A.","385","65","TL","160","K (-110KM)","JANUARY 2022",5.68461251,110849.94391015,19500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",266.69037688,2138043.42079923,8016.95001449
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","NORTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",200.83040129,1575372.94936818,7844.29518272
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","SOUTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",112.66667667,907666.74666666,8056.21301276
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","TAIPEI CITY","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",1.32413800,10593.10400000,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","NORTH TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",185.99316541,1292807.21834972,6950.83185164
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","SOUTH TAIWAN","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",92.00000600,644000.04199999,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","TAIPEI CITY","LSR2","205/75/17.5","17.5'","N.A.","205","75","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",56.97260086,387413.68588108,6800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","CENTRAL TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",8.86960817,62974.21799879,7100.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","NORTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",93.44449017,689178.54810467,7375.27217336
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","SOUTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",96.00000600,684666.70866665,7131.94443620
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","TAIPEI CITY","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",255.51165405,1788581.57837834,7000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","OCTOBER 2016",153.58828170,2387317.62941534,15543.61832145
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","OCTOBER 2016",170.00000800,2329666.77866664,13703.92158256
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","CENTRAL TAIWAN","LSR2","225/75/17.5","17.5'","N.A.","225","75","TL","128","M (-130KM)","OCTOBER 2016",12.40372217,91787.54405722,7400.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","NORTH TAIWAN","LSR2","225/75/17.5","17.5'","N.A.","225","75","TL","128","M (-130KM)","OCTOBER 2016",46.89472071,361089.34942913,7700.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","SOUTH TAIWAN","LSR2","225/75/17.5","17.5'","N.A.","225","75","TL","128","M (-130KM)","OCTOBER 2016",16.00000000,119999.99999999,7500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","CENTRAL TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","NOVEMBER 2016",30.14293851,231567.07709160,7682.29935623
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","NORTH TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","NOVEMBER 2016",63.16969898,491426.96262581,7779.47292105
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","SOUTH TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","NOVEMBER 2016",100.00001000,760000.07600000,7600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","CENTRAL TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","162","M (-130KM)","OCTOBER 2016",12.40372217,168690.62151057,13600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","NORTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","162","M (-130KM)","OCTOBER 2016",43.54510928,596233.04406025,13692.30790533
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","R294","BRIDGESTONE","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","162","M (-130KM)","OCTOBER 2016",112.66667667,1477333.46333332,13112.42602552
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","RF02","ROADONE","CENTRAL TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","128","L (-120KM)","APRIL 2021",2.02545383,12152.72300000,6000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","RI151","FALKEN","CENTRAL TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","126","M (-130KM)","DECEMBER 2019",118.13069932,685158.05604010,5800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","RI151","FALKEN","NORTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","126","M (-130KM)","DECEMBER 2019",9.07707240,52647.01992000,5800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","RI151","FALKEN","SOUTH TAIWAN","LSR2","215/75/17.5","17.5'","N.A.","215","75","TL","126","M (-130KM)","DECEMBER 2019",80.79237513,468595.77577244,5800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","RI151","FALKEN","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","NOVEMBER 2019",183.50000826,1247800.05616556,6800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","RI151","FALKEN","NORTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","NOVEMBER 2019",14.10000000,95880.00000000,6800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","RI151","FALKEN","SOUTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","129","L (-120KM)","NOVEMBER 2019",125.49998933,853399.92746661,6800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","RLB450","DOUBLE COIN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","NOVEMBER 2021",145.83270517,1798603.36372060,12333.33333333
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","S200","GOODYEAR","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","OCTOBER 2016",44.00000000,550000.00000000,12500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","S201","LANVIGATOR","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","M (-130KM)","FEBRUARY 2022",70.70674611,601007.34191611,8500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","SH57","CONSTANCY","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","JULY 2021",36.45817629,346352.67477052,9500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","SHIELD WS836","ROADWING","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","JULY 2018",19.55483610,146661.27075000,7500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","SM997","SUPERMEALLIR","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","NOVEMBER 2021",5.19252710,37645.82147500,7250.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","SP 160","DUNLOP","NORTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TT","128","UNKNOWN","JULY 2017",85.96002809,587106.99036421,6829.99998287
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","SP 160","DUNLOP","NORTH TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TT","122","L (-120KM)","OCTOBER 2016",123.53682179,791961.89568255,6410.73555401
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","SP 320","DUNLOP","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","MAY 2021",36.45817629,473956.29179124,13000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","SP 571","DUNLOP","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","M (-130KM)","MAY 2021",48.61090172,656247.17324941,13500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","SP835","DUNLOP","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","MARCH 2021",48.61090172,680552.62411050,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","SP835","DUNLOP","NORTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","L (-120KM)","MARCH 2021",97.50322121,1293821.08319401,13269.52142843
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","SR753 PLUS","LIAOLUN","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","UNKNOWN","SEPTEMBER 2021",53.03005958,477270.53622750,9000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","T168","THREE-A","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","156","K (-110KM)","MAY 2021",155.99995200,1247999.61600000,8000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","TDM87","TEEREX","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","UNKNOWN","UNKNOWN","NOVEMBER 2020",41.54021680,415402.16800000,10000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","TDM89","TEEREX","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","UNKNOWN","315","80","TL","UNKNOWN","UNKNOWN","NOVEMBER 2020",41.54021680,456942.38480000,11000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UE101","MAXXIS","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","6.50/16","16'","6.5","N.A.","N.A.","TL","108","N (-140KM)","OCTOBER 2016",14.23330301,51239.89084760,3600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UE101","MAXXIS","NORTH TAIWAN","EXCLUDED TBR AND LSR2","6.50/16","16'","6.5","N.A.","N.A.","TL","108","N (-140KM)","OCTOBER 2016",72.86780765,262324.10752788,3600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UE101","MAXXIS","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","6.50/16","16'","6.5","N.A.","N.A.","TL","108","N (-140KM)","OCTOBER 2016",95.34596326,343245.46773439,3600.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UE101","MAXXIS","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TL","111","N (-140KM)","AUGUST 2017",12.40406699,49616.26797728,4000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UE102","MAXXIS","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TL","111","N (-140KM)","OCTOBER 2016",240.46561655,991670.27760022,4123.95872575
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UE102","MAXXIS","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/15","15'","7","N.A.","N.A.","TL","111","N (-140KM)","OCTOBER 2016",198.78702826,755390.70739654,3800.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UE102","MAXXIS","CENTRAL TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TL","113","M (-130KM)","OCTOBER 2016",222.57409921,886478.77682852,3982.84786945
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UE102","MAXXIS","NORTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TL","113","M (-130KM)","OCTOBER 2016",290.16897005,1160675.88020459,4000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UE102","MAXXIS","SOUTH TAIWAN","EXCLUDED TBR AND LSR2","7.00/16","16'","7","N.A.","N.A.","TL","113","M (-130KM)","OCTOBER 2016",238.14348566,901009.60141507,3783.47364372
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UE102","MAXXIS","SOUTH TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","121","L (-120KM)","OCTOBER 2016",33.00000000,204600.00000000,6200.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UM816","MAXXIS","NORTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",87.40766812,1005188.18332408,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UM816","MAXXIS","SOUTH TAIWAN","TBR","12.00/22.5","22.5""","12","N.A.","N.A.","TL","UNKNOWN","UNKNOWN","NOVEMBER 2016",255.58334327,2939208.44762850,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UM816","MAXXIS","SOUTH TAIWAN","TBR","295/80/22.5","22.5""","N.A.","295","80","TL","UNKNOWN","UNKNOWN","OCTOBER 2016",170.38889551,1959472.29841900,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UM816","MAXXIS","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",14.49066674,202869.33436054,14000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UM816","MAXXIS","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","UNKNOWN","J (-100KM)","OCTOBER 2016",229.23180403,2781226.40760194,12132.81210864
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UM958","MAXXIS","CENTRAL TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","APRIL 2017",31.14212565,373705.50774380,12000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UM958","MAXXIS","SOUTH TAIWAN","TBR","315/80/22.5","22.5""","N.A.","315","80","TL","154","J (-100KM)","APRIL 2017",113.59259701,1306314.86561267,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR-288","MAXXIS","CENTRAL TAIWAN","TBR","10.00/20","20'","10","N.A.","N.A.","TT","147","K (-110KM)","NOVEMBER 2016",61.34990055,675316.08142808,11007.61493280
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR-288","MAXXIS","SOUTH TAIWAN","TBR","10.00/20","20'","10","N.A.","N.A.","TT","147","K (-110KM)","NOVEMBER 2016",113.59259701,1249518.56710777,11000.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR-288","MAXXIS","SOUTH TAIWAN","TBR","11.00/20","20'","11","N.A.","N.A.","TT","UNKNOWN","UNKNOWN","NOVEMBER 2016",56.79629850,653157.43280633,11500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","DECEMBER 2017",161.25504333,1024352.96413196,6352.37784193
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR275","MAXXIS","SOUTH TAIWAN","LSR2","235/75/17.5","17.5'","N.A.","235","75","TL","132","M (-130KM)","DECEMBER 2017",85.19444776,553763.91042276,6500.00000000
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","131","M (-130KM)","OCTOBER 2016",416.80912499,2818374.87347012,6761.78784119
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR275","MAXXIS","SOUTH TAIWAN","LSR2","8.25/16","16'","8.25","N.A.","N.A.","TL","131","M (-130KM)","OCTOBER 2016",377.97367692,2487387.55472045,6580.84863207
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","122","L (-120KM)","OCTOBER 2016",203.48599917,1254830.32824170,6166.66666667
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR275","MAXXIS","SOUTH TAIWAN","LSR2","7.50/16","16'","7.5","N.A.","N.A.","TL","122","L (-120KM)","OCTOBER 2016",277.57776739,1622591.05560436,5845.53680522
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR275","MAXXIS","CENTRAL TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",498.74101288,3518973.06482985,7055.71223129
"TRUCK TIRES","TAIWAN","PANELMARKET","FEB22","UR275","MAXXIS","NORTH TAIWAN","LSR2","9.50/17.5","17.5'","9.5","N.A.","N.A.","TL","143","J (-100KM)","OCTOBER 2016",90.35076865,614739.03302288,6803.91591839
